Surface reelle bati,Nombre pieces principales,Type local,Surface terrain,Nombre de lots,Valeur fonciere,No voie,Type de voie,Voie,Code postal,Commune,prix_m2,adresse_complete,latitude,longitude
51.0,3.0,Maison,130.0,0,"291000,00",43.0,RUE,DE GRAMMONT,33800.0,BORDEAUX,5705.882352941177,"43 RUE DE GRAMMONT, 33800 BORDEAUX",44.8241269,-0.5523133
120.0,4.0,Maison,50.0,0,"555000,00",59.0,RUE,TERRASSON,33800.0,BORDEAUX,4625.0,"59 RUE TERRASSON, 33800 BORDEAUX",44.8206121,-0.5752536
132.0,8.0,Maison,234.0,0,"730000,00",65.0,RUE,MARSAN,33300.0,BORDEAUX,5530.30303030303,"65 RUE MARSAN, 33300 BORDEAUX",44.8580473,-0.5768469
80.0,2.0,Maison,139.0,0,"360000,00",105.0,RUE,MARSAN,33300.0,BORDEAUX,4500.0,"105 RUE MARSAN, 33300 BORDEAUX",44.8594779,-0.5770186
200.0,6.0,Maison,121.0,0,"687000,00",18.0,RUE,DU PAVEIL,33000.0,BORDEAUX,3435.0,"18 RUE DU PAVEIL, 33000 BORDEAUX",44.8541388,-0.5853113
150.0,4.0,Maison,152.0,0,"570500,00",25.0,RUE,FURTADO,33800.0,BORDEAUX,3803.3333333333335,"25 RUE FURTADO, 33800 BORDEAUX",44.8249353,-0.56161
90.0,5.0,Maison,178.0,0,"640000,00",14.0,RUE,MONSARRAT,33800.0,BORDEAUX,7111.111111111111,"14 RUE MONSARRAT, 33800 BORDEAUX",44.8211574,-0.5732283
150.0,7.0,Maison,168.0,0,"740000,00",49.0,RUE,PIERRE DUHEM,33000.0,BORDEAUX,4933.333333333333,"49 RUE PIERRE DUHEM, 33000 BORDEAUX",44.8273813,-0.5819268
150.0,5.0,Maison,99.0,0,"587000,00",16.0,RUE,MAUBOURGUET,33000.0,BORDEAUX,3913.3333333333335,"16 RUE MAUBOURGUET, 33000 BORDEAUX",44.8498325,-0.5836629
70.0,4.0,Maison,168.0,0,"181500,00",33.0,RUE,LEON BLUM,33300.0,BORDEAUX,2592.8571428571427,"33 RUE LEON BLUM, 33300 BORDEAUX",44.8795555,-0.5481624
84.0,3.0,Maison,134.0,0,"395000,00",10.0,RUE,LUGEOL,33000.0,BORDEAUX,4702.380952380952,"10 RUE LUGEOL, 33000 BORDEAUX",44.8386656,-0.5943927
120.0,6.0,Maison,139.0,0,"672800,00",5.0,RUE,LAMOUROUS,33000.0,BORDEAUX,5606.666666666667,"5 RUE LAMOUROUS, 33000 BORDEAUX",44.8295354,-0.5809778
85.0,4.0,Maison,236.0,0,"510000,00",16.0,ALL,DES ROSES,33200.0,BORDEAUX,6000.0,"16 ALL DES ROSES, 33200 BORDEAUX",44.8404531,-0.6054441
82.0,2.0,Maison,131.0,0,"429000,00",119.0,RUE,PASTEUR,33200.0,BORDEAUX,5231.707317073171,"119 RUE PASTEUR, 33200 BORDEAUX",44.8446931,-0.6071371
121.0,5.0,Maison,162.0,0,"655000,00",24.0,RUE,SULLIVAN,33000.0,BORDEAUX,5413.2231404958675,"24 RUE SULLIVAN, 33000 BORDEAUX",44.8398347,-0.5883997
53.0,3.0,Maison,129.0,0,"340800,00",111.0,RUE,BINAUD,33300.0,BORDEAUX,6430.188679245283,"111 RUE BINAUD, 33300 BORDEAUX",44.8608422,-0.5724787
105.0,4.0,Maison,421.0,0,"437457,00",2.0,ALL,MONGE,33200.0,BORDEAUX,4166.257142857143,"2 ALL MONGE, 33200 BORDEAUX",44.866007,-0.6322662
95.0,4.0,Maison,165.0,0,"500000,00",27.0,RUE,LEFOL,33800.0,BORDEAUX,5263.1578947368425,"27 RUE LEFOL, 33800 BORDEAUX",44.8217199,-0.5634693
70.0,3.0,Maison,464.0,0,"340000,00",50.0,RUE,PETIT PARC,33200.0,BORDEAUX,4857.142857142857,"50 RUE PETIT PARC, 33200 BORDEAUX",44.8562031,-0.6102149
85.0,4.0,Maison,151.0,0,"584750,00",11.0,RUE,DU CARDINAL LECOT,33000.0,BORDEAUX,6879.411764705882,"11 RUE DU CARDINAL LECOT, 33000 BORDEAUX",44.9121202,-0.6491007
130.0,6.0,Maison,243.0,0,"800000,00",45.0,RUE,BRIZARD,33000.0,BORDEAUX,6153.846153846154,"45 RUE BRIZARD, 33000 BORDEAUX",44.8389061,-0.5911591
137.0,6.0,Maison,95.0,0,"692500,00",74.0,RUE,GEORGES MANDEL,33000.0,BORDEAUX,5054.744525547445,"74 RUE GEORGES MANDEL, 33000 BORDEAUX",44.8425201,-0.5907288
245.0,8.0,Maison,329.0,0,"1350000,00",235.0,RUE,JUDAIQUE,33000.0,BORDEAUX,5510.2040816326535,"235 RUE JUDAIQUE, 33000 BORDEAUX",44.8404893,-0.5968486
142.0,4.0,Maison,383.0,0,"938500,00",75.0,RUE,MANON CORMIER,33000.0,BORDEAUX,6609.154929577465,"75 RUE MANON CORMIER, 33000 BORDEAUX",44.8313759,-0.5907623
127.0,4.0,Maison,120.0,0,"920000,00",86.0,RUE,GEORGES MANDEL,33000.0,BORDEAUX,7244.094488188976,"86 RUE GEORGES MANDEL, 33000 BORDEAUX",44.8424299,-0.5914133
100.0,5.0,Maison,69.0,0,"600530,00",113.0,RUE,DE TURENNE,33000.0,BORDEAUX,6005.3,"113 RUE DE TURENNE, 33000 BORDEAUX",44.8788513,-0.679408
75.0,3.0,Maison,85.0,0,"384040,00",1.0,IMP,RATEAU,33800.0,BORDEAUX,5120.533333333334,"1 IMP RATEAU, 33800 BORDEAUX",44.8257829,-0.5690596
29.0,2.0,Maison,24.0,0,"149200,00",160.0,RUE,BILLAUDEL,33800.0,BORDEAUX,5144.827586206897,"160 RUE BILLAUDEL, 33800 BORDEAUX",44.8215474,-0.5611283
90.0,5.0,Maison,390.0,0,"320000,00",31.0,RUE,MURAT,33200.0,BORDEAUX,3555.5555555555557,"31 RUE MURAT, 33200 BORDEAUX",44.8445602,-0.6272315
44.0,3.0,Maison,473.0,0,"100000,00",15.0,CHE,LAFITTE,33300.0,BORDEAUX,2272.7272727272725,"15 CHE LAFITTE, 33300 BORDEAUX",44.8804764,-0.5436936
33.0,2.0,Maison,473.0,0,"100000,00",15.0,CHE,LAFITTE,33300.0,BORDEAUX,3030.3030303030305,"15 CHE LAFITTE, 33300 BORDEAUX",44.8804764,-0.5436936
68.0,2.0,Maison,322.0,0,"443000,00",27.0,RUE,PASCAL LAFARGUE,33300.0,BORDEAUX,6514.705882352941,"27 RUE PASCAL LAFARGUE, 33300 BORDEAUX",44.8768078,-0.5466352
56.0,3.0,Maison,169.0,0,"307500,00",10.0,RUE,PASCAL LAFARGUE,33300.0,BORDEAUX,5491.071428571428,"10 RUE PASCAL LAFARGUE, 33300 BORDEAUX",44.8764448,-0.5457887
81.0,4.0,Maison,161.0,0,"380000,00",50.0,RUE,LATESTA,33200.0,BORDEAUX,4691.358024691358,"50 RUE LATESTA, 33200 BORDEAUX",44.8602372,-0.6132391
77.0,4.0,Maison,371.0,0,"300000,00",6.0,ALL,DES FRERES LUMIERE,33200.0,BORDEAUX,3896.103896103896,"6 ALL DES FRERES LUMIERE, 33200 BORDEAUX",44.8507628,-0.6247904
160.0,6.0,Maison,97.0,0,"512000,00",19.0,RUE,FOY,33000.0,BORDEAUX,3200.0,"19 RUE FOY, 33000 BORDEAUX",44.8487385,-0.5729142
132.0,5.0,Maison,191.0,0,"858000,00",77.0,RUE,LEBERTHON,33000.0,BORDEAUX,6500.0,"77 RUE LEBERTHON, 33000 BORDEAUX",44.8283271,-0.5757204
54.0,3.0,Maison,75.0,0,"470000,00",43.0,RUE,BOURBON,33300.0,BORDEAUX,8703.703703703704,"43 RUE BOURBON, 33300 BORDEAUX",44.8606906,-0.5573637
70.0,4.0,Maison,317.0,0,"282000,00",56.0,CHE,MAURICE LAGARDERE,33300.0,BORDEAUX,4028.5714285714284,"56 CHE MAURICE LAGARDERE, 33300 BORDEAUX",44.8847235,-0.5537964
96.0,4.0,Maison,158.0,0,"539800,00",24.0,RUE,BARRAU,33000.0,BORDEAUX,5622.916666666667,"24 RUE BARRAU, 33000 BORDEAUX",44.8262609,-0.5777338
39.0,3.0,Maison,146.0,0,"185000,00",45.0,CITE,LAFON,33300.0,BORDEAUX,4743.589743589743,"45 CITE LAFON, 33300 BORDEAUX",44.8776472,-0.5471096
137.0,5.0,Maison,132.0,0,"540000,00",17.0,RUE,DESSE,33000.0,BORDEAUX,3941.605839416058,"17 RUE DESSE, 33000 BORDEAUX",44.8294733,-0.5889693
136.0,5.0,Maison,329.0,0,"690630,00",3.0,RUE,CARTON,33200.0,BORDEAUX,5078.161764705882,"3 RUE CARTON, 33200 BORDEAUX",44.8574111,-0.6318145
105.0,4.0,Maison,134.0,0,"550000,00",46.0,RUE,FRANCIN,33800.0,BORDEAUX,5238.0952380952385,"46 RUE FRANCIN, 33800 BORDEAUX",44.8251495,-0.5603103
220.0,6.0,Maison,239.0,0,"1166600,00",125.0,RUE,DAVID JOHNSTON,33000.0,BORDEAUX,5302.727272727273,"125 RUE DAVID JOHNSTON, 33000 BORDEAUX",44.8521541,-0.5884431
77.0,4.0,Maison,443.0,0,"490000,00",1.0,RUE,VICTOR DURUY,33200.0,BORDEAUX,6363.636363636364,"1 RUE VICTOR DURUY, 33200 BORDEAUX",44.8452205,-0.6167408
80.0,3.0,Maison,242.0,0,"400000,00",161.0,RUE,BARREYRE,33300.0,BORDEAUX,5000.0,"161 RUE BARREYRE, 33300 BORDEAUX",44.8583861,-0.5736438
86.0,4.0,Maison,117.0,0,"525000,00",141.0,CRS,DE L YSER,33800.0,BORDEAUX,6104.6511627906975,"141 CRS DE L YSER, 33800 BORDEAUX",44.824565,-0.5702955
52.0,3.0,Maison,55.0,0,"164000,00",8.0,RUE,LARTIGUE,33300.0,BORDEAUX,3153.846153846154,"8 RUE LARTIGUE, 33300 BORDEAUX",44.8718594,-0.5476841
87.0,4.0,Maison,273.0,0,"508000,00",31.0,RUE,CAILLOU,33200.0,BORDEAUX,5839.080459770115,"31 RUE CAILLOU, 33200 BORDEAUX",44.8610392,-0.6310732
117.0,6.0,Maison,184.0,0,"581650,00",46.0,RUE,QUINTIN,33000.0,BORDEAUX,4971.3675213675215,"46 RUE QUINTIN, 33000 BORDEAUX",44.8224386,-0.5959747
83.0,3.0,Maison,44.0,0,"283500,00",41.0,RUE,SAUTEYRON,33000.0,BORDEAUX,3415.6626506024095,"41 RUE SAUTEYRON, 33000 BORDEAUX",44.8304666,-0.5743822
266.0,8.0,Maison,383.0,0,"1500000,00",147.0,CRS,BALGUERIE STUTTENBERG,33300.0,BORDEAUX,5639.097744360903,"147 CRS BALGUERIE STUTTENBERG, 33300 BORDEAUX",44.860516,-0.5638959
120.0,5.0,Maison,134.0,0,"491100,00",57.0,RUE,CHEVALIER,33000.0,BORDEAUX,4092.5,"57 RUE CHEVALIER, 33000 BORDEAUX",44.8434219,-0.5953311
95.0,4.0,Maison,147.0,0,"534000,00",4.0,RUE,DE LANDIRAS,33000.0,BORDEAUX,5621.0526315789475,"4 RUE DE LANDIRAS, 33000 BORDEAUX",44.8301247,-0.5846502
80.0,4.0,Maison,87.0,0,"525000,00",17.0,RUE,LAGEYRE,33200.0,BORDEAUX,6562.5,"17 RUE LAGEYRE, 33200 BORDEAUX",44.8380186,-0.6031437
48.0,3.0,Maison,37.0,0,"222900,00",80.0,RUE,MILLIERE,33000.0,BORDEAUX,4643.75,"80 RUE MILLIERE, 33000 BORDEAUX",44.8277172,-0.576317
120.0,5.0,Maison,134.0,0,"370000,00",66.0,RUE,FRANCIN,33800.0,BORDEAUX,3083.3333333333335,"66 RUE FRANCIN, 33800 BORDEAUX",44.8242914,-0.5616786
90.0,4.0,Maison,109.0,0,"599200,00",49.0,RUE,JEAN SOULA,33000.0,BORDEAUX,6657.777777777777,"49 RUE JEAN SOULA, 33000 BORDEAUX",44.8425597,-0.5913687
32.0,1.0,Maison,35.0,0,"224000,00",42.0,RUE,DE NAVARRE,33000.0,BORDEAUX,7000.0,"42 RUE DE NAVARRE, 33000 BORDEAUX",44.830931,-0.5812491
85.0,3.0,Maison,125.0,0,"358200,00",66.0,RUE,FURTADO,33800.0,BORDEAUX,4214.117647058823,"66 RUE FURTADO, 33800 BORDEAUX",44.8243105,-0.5589943
176.0,4.0,Maison,473.0,0,"1206400,00",14.0,RUE,ULYSSE GAYON,33000.0,BORDEAUX,6854.545454545455,"14 RUE ULYSSE GAYON, 33000 BORDEAUX",44.8517342,-0.5906394
128.0,4.0,Maison,467.0,0,"990000,00",26.0,RUE,DESBIEY,33000.0,BORDEAUX,7734.375,"26 RUE DESBIEY, 33000 BORDEAUX",44.8397557,-0.5954264
106.0,4.0,Maison,200.0,0,"555000,00",18.0,RUE,CAILLOU,33200.0,BORDEAUX,5235.8490566037735,"18 RUE CAILLOU, 33200 BORDEAUX",44.8612498,-0.6317239
200.0,5.0,Maison,211.0,0,"1780000,00",37.0,RUE,EMILE DREUX,33200.0,BORDEAUX,8900.0,"37 RUE EMILE DREUX, 33200 BORDEAUX",44.8567601,-0.6056926
79.0,2.0,Maison,47.0,0,"537200,00",14.0,RUE,DU PETIT GOAVE,33000.0,BORDEAUX,6800.0,"14 RUE DU PETIT GOAVE, 33000 BORDEAUX",44.8405681,-0.5878955
155.0,5.0,Maison,225.0,0,"776100,00",11.0,RUE,MESTRE,33200.0,BORDEAUX,5007.096774193548,"11 RUE MESTRE, 33200 BORDEAUX",44.8433307,-0.608706
155.0,3.0,Maison,238.0,0,"350000,00",35.0,RUE,DE CHATEAUDUN,33000.0,BORDEAUX,2258.064516129032,"35 RUE DE CHATEAUDUN, 33000 BORDEAUX",44.8286127,-0.5905075
116.0,4.0,Maison,126.0,0,"842515,00",24.0,RUE,ERNEST DENIS,33000.0,BORDEAUX,7263.060344827586,"24 RUE ERNEST DENIS, 33000 BORDEAUX",44.8430112,-0.5963062
120.0,4.0,Maison,153.0,0,"900000,00",147.0,RUE,GEORGES BONNAC,33000.0,BORDEAUX,7500.0,"147 RUE GEORGES BONNAC, 33000 BORDEAUX",44.8391512,-0.5881123
106.0,5.0,Maison,78.0,0,"550000,00",9.0,RUE,JEAN DUMAS,33800.0,BORDEAUX,5188.679245283019,"9 RUE JEAN DUMAS, 33800 BORDEAUX",44.8178933,-0.5715809
152.0,7.0,Maison,131.0,0,"992000,00",11.0,RUE,PEDRONI,33000.0,BORDEAUX,6526.315789473684,"11 RUE PEDRONI, 33000 BORDEAUX",44.844199,-0.5929843
123.0,5.0,Maison,397.0,0,"414000,00",6.0,RUE,DELACROIX,33200.0,BORDEAUX,3365.8536585365855,"6 RUE DELACROIX, 33200 BORDEAUX",44.8566648,-0.631988
100.0,4.0,Maison,239.0,0,"220000,00",48.0,BD,ALBERT 1ER,33800.0,BORDEAUX,2200.0,"48 BD ALBERT 1ER, 33800 BORDEAUX",44.8140283,-0.5680794
60.0,3.0,Maison,85.0,0,"232250,00",5.0,RUE,POISSONNIER,33800.0,BORDEAUX,3870.8333333333335,"5 RUE POISSONNIER, 33800 BORDEAUX",44.8192045,-0.550475
203.0,7.0,Maison,469.0,0,"1045000,00",242.0,BD,DU PRESIDENT WILSON,33000.0,BORDEAUX,5147.783251231527,"242 BD DU PRESIDENT WILSON, 33000 BORDEAUX",44.8475271,-0.5977022
336.0,9.0,Maison,1258.0,0,"1150000,00",62.0,RUE,JUDE,33200.0,BORDEAUX,3422.6190476190477,"62 RUE JUDE, 33200 BORDEAUX",44.8624422,-0.6283217
78.0,3.0,Maison,101.0,0,"255110,00",87.0,RUE,PELLEPORT,33800.0,BORDEAUX,3270.641025641026,"87 RUE PELLEPORT, 33800 BORDEAUX",44.8223537,-0.5625308
98.0,4.0,Maison,97.0,0,"610058,00",38.0,RUE,RAYMOND BORDIER,33200.0,BORDEAUX,6225.081632653061,"38 RUE RAYMOND BORDIER, 33200 BORDEAUX",44.850496,-0.5991573
139.0,5.0,Maison,1131.0,0,"815000,00",50.0,RUE,CAILLOU,33200.0,BORDEAUX,5863.309352517986,"50 RUE CAILLOU, 33200 BORDEAUX",44.8615746,-0.6325673
49.0,2.0,Maison,98.0,0,"230000,00",82.0,RUE,MONSARRAT,33800.0,BORDEAUX,4693.877551020408,"82 RUE MONSARRAT, 33800 BORDEAUX",44.8207492,-0.5764976
150.0,6.0,Maison,116.0,0,"647500,00",50.0,RUE,MONTGOLFIER,33000.0,BORDEAUX,4316.666666666667,"50 RUE MONTGOLFIER, 33000 BORDEAUX",44.8530035,-0.5767254
75.0,4.0,Maison,92.0,0,"510000,00",31.0,RUE,PIERRE DUHEM,33000.0,BORDEAUX,6800.0,"31 RUE PIERRE DUHEM, 33000 BORDEAUX",44.8277868,-0.5826148
270.0,7.0,Maison,261.0,0,"1400000,00",35.0,RUE,LOUIS MAYDIEU,33200.0,BORDEAUX,5185.185185185185,"35 RUE LOUIS MAYDIEU, 33200 BORDEAUX",44.8425988,-0.6040135
210.0,7.0,Maison,187.0,0,"618000,00",107.0,RUE,DE LASEPPE,33000.0,BORDEAUX,2942.8571428571427,"107 RUE DE LASEPPE, 33000 BORDEAUX",44.8535185,-0.5868543
131.0,4.0,Maison,289.0,0,"907100,00",31.0,RUE,DE L HERMITAGE,33200.0,BORDEAUX,6924.427480916031,"31 RUE DE L HERMITAGE, 33200 BORDEAUX",44.8462654,-0.6019096
100.0,4.0,Maison,149.0,0,"540800,00",54.0,RUE,TILLET,33800.0,BORDEAUX,5408.0,"54 RUE TILLET, 33800 BORDEAUX",44.821634,-0.5748615
55.0,2.0,Maison,76.0,0,"270000,00",7.0,RUE,PIERRE NOGUEY,33000.0,BORDEAUX,4909.090909090909,"7 RUE PIERRE NOGUEY, 33000 BORDEAUX",44.8490644,-0.5924055
87.0,3.0,Maison,89.0,0,"354000,00",7.0,RUE,EL ALAMEIN,33000.0,BORDEAUX,4068.9655172413795,"7 RUE EL ALAMEIN, 33000 BORDEAUX",44.8203007,-0.5971399
51.0,2.0,Maison,79.0,0,"338700,00",18.0,RUE,DEYRIES,33800.0,BORDEAUX,6641.176470588235,"18 RUE DEYRIES, 33800 BORDEAUX",44.8260377,-0.5745828
60.0,3.0,Maison,229.0,0,"160000,00",30.0,CHE,MAURICE LAGARDERE,33300.0,BORDEAUX,2666.6666666666665,"30 CHE MAURICE LAGARDERE, 33300 BORDEAUX",44.8843398,-0.5521749
52.0,3.0,Maison,137.0,0,"347600,00",42.0,RUE,GENERAL CASTELNAU,33200.0,BORDEAUX,6684.615384615385,"42 RUE GENERAL CASTELNAU, 33200 BORDEAUX",44.8422975,-0.6224866
131.0,5.0,Maison,548.0,0,"663588,00",18.0,RUE,GABRIEL LEGLISE,33200.0,BORDEAUX,5065.557251908397,"18 RUE GABRIEL LEGLISE, 33200 BORDEAUX",44.8550621,-0.6205972
71.0,4.0,Maison,62.0,0,"473500,00",9.0,RUE,ROSNY,33200.0,BORDEAUX,6669.014084507042,"9 RUE ROSNY, 33200 BORDEAUX",44.8516599,-0.6068814
75.0,3.0,Maison,78.0,0,"532250,00",11.0,RUE,JEAN DUMAS,33800.0,BORDEAUX,7096.666666666667,"11 RUE JEAN DUMAS, 33800 BORDEAUX",44.8179191,-0.5715072
112.0,4.0,Maison,150.0,0,"548950,00",85.0,RUE,QUINTIN,33000.0,BORDEAUX,4901.339285714285,"85 RUE QUINTIN, 33000 BORDEAUX",44.8229236,-0.5973898
85.0,4.0,Maison,156.0,0,"470000,00",35.0,RUE,VAUCHER,33800.0,BORDEAUX,5529.411764705882,"35 RUE VAUCHER, 33800 BORDEAUX",44.8177963,-0.5705763
106.0,6.0,Maison,88.0,0,"473500,00",8.0,RUE,SAUMENUDE,33800.0,BORDEAUX,4466.981132075472,"8 RUE SAUMENUDE, 33800 BORDEAUX",44.8319493,-0.5667726
127.0,5.0,Maison,149.0,0,"780000,00",61.0,RUE,DE CAUDERAN,33000.0,BORDEAUX,6141.7322834645665,"61 RUE DE CAUDERAN, 33000 BORDEAUX",44.846429,-0.596703
126.0,7.0,Maison,208.0,0,"751619,00",66.0,RUE,GUILLAUME LEBLANC,33000.0,BORDEAUX,5965.230158730159,"66 RUE GUILLAUME LEBLANC, 33000 BORDEAUX",44.8328794,-0.5912165
64.0,3.0,Maison,95.0,0,"500000,00",22.0,PL,GAVINIES,33000.0,BORDEAUX,7812.5,"22 PL GAVINIES, 33000 BORDEAUX",44.8327557,-0.5946259
160.0,5.0,Maison,158.0,0,"654700,00",11.0,RUE,DE CHAMBRUN,33300.0,BORDEAUX,4091.875,"11 RUE DE CHAMBRUN, 33300 BORDEAUX",44.8554969,-0.5818697
60.0,4.0,Maison,61.0,0,"360000,00",22.0,RUE,DE BRACH,33000.0,BORDEAUX,6000.0,"22 RUE DE BRACH, 33000 BORDEAUX",44.838928,-0.5945373
159.0,5.0,Maison,218.0,0,"688700,00",64.0,RUE,THERESIA CABARRUS,33000.0,BORDEAUX,4331.446540880504,"64 RUE THERESIA CABARRUS, 33000 BORDEAUX",44.8234279,-0.5962709
136.0,4.0,Maison,50.0,0,"488210,00",21.0,IMP,SULLY,33000.0,BORDEAUX,3589.779411764706,"21 IMP SULLY, 33000 BORDEAUX",44.8491648,-0.5885713
120.0,5.0,Maison,140.0,0,"1000000,00",42.0,AV,DE MIRMONT,33200.0,BORDEAUX,8333.333333333334,"42 AV DE MIRMONT, 33200 BORDEAUX",44.8456596,-0.6009125
60.0,3.0,Maison,133.0,0,"385000,00",34.0,RUE,DE MADRID,33000.0,BORDEAUX,6416.666666666667,"34 RUE DE MADRID, 33000 BORDEAUX",44.8311743,-0.5949737
111.0,4.0,Maison,149.0,0,"711100,00",12.0,IMP,GENESTA,33200.0,BORDEAUX,6406.306306306306,"12 IMP GENESTA, 33200 BORDEAUX",44.8378898,-0.6061003
74.0,3.0,Maison,188.0,0,"300000,00",27.0,RUE,BABIN,33000.0,BORDEAUX,4054.054054054054,"27 RUE BABIN, 33000 BORDEAUX",44.8223659,-0.5966085
120.0,7.0,Maison,176.0,0,"627000,00",27.0,RUE,THEODORE GARDERE,33000.0,BORDEAUX,5225.0,"27 RUE THEODORE GARDERE, 33000 BORDEAUX",44.8268005,-0.5822021
85.0,4.0,Maison,326.0,0,"297950,00",8.0,RUE,DES CAPUCINES,33200.0,BORDEAUX,3505.294117647059,"8 RUE DES CAPUCINES, 33200 BORDEAUX",44.858077,-0.6367651
42.0,2.0,Maison,55.0,0,"310000,00",48.0,RUE,BORIE,33300.0,BORDEAUX,7380.952380952381,"48 RUE BORIE, 33300 BORDEAUX",44.8547016,-0.5699866
107.0,6.0,Maison,92.0,0,"687500,00",26.0,RUE,DE BRACH,33000.0,BORDEAUX,6425.2336448598135,"26 RUE DE BRACH, 33000 BORDEAUX",44.8388965,-0.5946976
150.0,5.0,Maison,249.0,0,"636550,00",18.0,RUE,MONTAIGNE,33200.0,BORDEAUX,4243.666666666667,"18 RUE MONTAIGNE, 33200 BORDEAUX",44.8466477,-0.6183941
129.0,5.0,Maison,249.0,0,"636550,00",18.0,RUE,MONTAIGNE,33200.0,BORDEAUX,4934.496124031008,"18 RUE MONTAIGNE, 33200 BORDEAUX",44.8466477,-0.6183941
105.0,6.0,Maison,178.0,0,"793950,00",131.0,RUE,MANDRON,33000.0,BORDEAUX,7561.428571428572,"131 RUE MANDRON, 33000 BORDEAUX",44.8551357,-0.5832562
262.0,6.0,Maison,354.0,0,"1156524,00",193.0,RUE,DAVID JOHNSTON,33000.0,BORDEAUX,4414.213740458015,"193 RUE DAVID JOHNSTON, 33000 BORDEAUX",44.8533776,-0.5923948
86.0,4.0,Maison,292.0,0,"410000,00",12.0,RUE,PROFESSEUR MOREAU,33200.0,BORDEAUX,4767.441860465116,"12 RUE PROFESSEUR MOREAU, 33200 BORDEAUX",44.8411875,-0.6162061
85.0,4.0,Maison,92.0,0,"570000,00",1.0,RUE,ARMAND DULAMON,33300.0,BORDEAUX,6705.882352941177,"1 RUE ARMAND DULAMON, 33300 BORDEAUX",44.8632322,-0.5605825
155.0,6.0,Maison,72.0,0,"1081454,00",9.0,RUE,STE PHILOMENE,33300.0,BORDEAUX,6977.122580645161,"9 RUE STE PHILOMENE, 33300 BORDEAUX",44.8571687,-0.5660695
82.0,4.0,Maison,162.0,0,"394700,00",43.0,RUE,ARAGO,33300.0,BORDEAUX,4813.414634146341,"43 RUE ARAGO, 33300 BORDEAUX",44.8743155,-0.5485996
135.0,4.0,Maison,250.0,0,"810000,00",126.0,RUE,NAUJAC,33000.0,BORDEAUX,6000.0,"126 RUE NAUJAC, 33000 BORDEAUX",44.8489227,-0.5894529
55.0,2.0,Maison,116.0,0,"342000,00",7.0,RUE,CHAIGNEAU,33000.0,BORDEAUX,6218.181818181818,"7 RUE CHAIGNEAU, 33000 BORDEAUX",44.857575,-0.5896437
130.0,4.0,Maison,402.0,0,"530000,00",64.0,RUE,BLANQUI,33300.0,BORDEAUX,4076.923076923077,"64 RUE BLANQUI, 33300 BORDEAUX",44.8686188,-0.5511669
74.0,3.0,Maison,68.0,0,"378440,00",31.0,RUE,DE LACANAU,33000.0,BORDEAUX,5114.054054054054,"31 RUE DE LACANAU, 33000 BORDEAUX",44.8386534,-0.5947327
306.0,11.0,Maison,493.0,0,"1563000,00",30.0,RUE,PIERRE,33000.0,BORDEAUX,5107.843137254902,"30 RUE PIERRE, 33000 BORDEAUX",44.8395656,-0.5932571
306.0,11.0,Maison,778.0,0,"1563000,00",30.0,RUE,PIERRE,33000.0,BORDEAUX,5107.843137254902,"30 RUE PIERRE, 33000 BORDEAUX",44.8395656,-0.5932571
